dataset,analysis_unit,unit_id,canonical_sha256,member_N,circuits,baseline_method,Bstar__log_fidelity,Bstar__fidelity,M4_minus_Bstar_delta_logF,M4_over_Bstar_ratio,M1__log_fidelity,M1__transfers,M1__idle_exposures,M1__move_batches,M1__move_time_us,M1__algorithm_time_s,M1__log_atom_transfer,M1__log_idle_excitation,M1__log_coherence_linear,M1__fidelity,M2__log_fidelity,M2__transfers,M2__idle_exposures,M2__move_batches,M2__move_time_us,M2__algorithm_time_s,M2__log_atom_transfer,M2__log_idle_excitation,M2__log_coherence_linear,M2__fidelity,M4__log_fidelity,M4__transfers,M4__idle_exposures,M4__move_batches,M4__move_time_us,M4__algorithm_time_s,M4__log_atom_transfer,M4__log_idle_excitation,M4__log_coherence_linear,M4__fidelity
qmap154,canonical_sha256_cluster_mean,2b0c30df2cb02052a00194a2064cbb204e581278c89c93f9dff8bf4741e22dc2,2b0c30df2cb02052a00194a2064cbb204e581278c89c93f9dff8bf4741e22dc2,1,"[""mod5d2_64""]",M1,-0.2631091265264395,0.7686580117553311,-0.007374294624435174,0.9926528287732421,-0.2631091265264395,104.0,0.0,50.0,4729.997693227506,7.217703292,-0.10405203469268758,0.0,-0.02054156584905705,0.7686580117553311,-0.26357532553857693,104.0,0.0,50.0,4765.277491910339,0.008530042,-0.10405203469268758,0.0,-0.021007764861194506,0.7682997476672501,-0.27048342115087465,76.0,16.0,37.0,3773.9983546837734,3.38357075,-0.07603802535234862,-0.04005008348989563,-0.015879786323935566,0.7630105497281455
qmap154,canonical_sha256_cluster_mean,2fabbd1041f29f041e6f33a894239db90c289c40d9e93f6e6e5a91771055029c,2fabbd1041f29f041e6f33a894239db90c289c40d9e93f6e6e5a91771055029c,1,"[""sym6_316""]",M2,-1.4967026241515085,0.22386711849617555,0.02484135941466059,1.0251524768348377,-1.5015535415138224,524.0,0.0,215.0,21000.83693991078,14.511433833,-0.524262174797772,0.0,-0.2926385053766508,0.22278378730361423,-1.4967026241515085,524.0,0.0,207.0,20091.13829063229,0.032811,-0.524262174797772,0.0,-0.28778758801433696,0.22386711849617555,-1.4718612647368479,340.0,90.0,150.0,15220.669011391274,20.780446875,-0.3401701134184017,-0.22528171963066293,-0.2217565703483837,0.22949793100823246
qmap154,canonical_sha256_cluster_mean,2fdaaefcdde70b3b3597736046e754abdfc97b9e98f6656ea789929fdf6f0ecb,2fdaaefcdde70b3b3597736046e754abdfc97b9e98f6656ea789929fdf6f0ecb,1,"[""rd32-v0_66""]",M1,-0.12654221380639363,0.8811369526136851,-0.0022691904171256716,0.9977333822491244,-0.12654221380639363,52.0,0.0,24.0,2295.7742021789913,5.105421959,-0.05202601734634379,0.0,-0.007764704379474568,0.8811369526136851,-0.12678840590617102,52.0,0.0,24.0,2335.914364194275,0.004809541,-0.05202601734634379,0.0,-0.008010896479251977,0.8809200503580361,-0.1288114042235193,34.0,9.0,16.0,1594.6542158453067,2.150609125,-0.03401701134184017,-0.022528171963066293,-0.005514728838037582,0.8791397519559385
qmap154,canonical_sha256_cluster_mean,336240af3b70f2a7d564efaceb5dd66d45d448242fbce0e46d2e9bcb6c0dd8ea,336240af3b70f2a7d564efaceb5dd66d45d448242fbce0e46d2e9bcb6c0dd8ea,1,"[""ising_model_10""]",M2,-0.7857119959465172,0.4557950619916643,0.07227470209596987,1.0749505946903994,-0.7911657399037444,216.0,0.0,46.0,5552.227820623095,5.714913792,-0.21610807205404342,0.0,-0.08042237742542627,0.4533160385506787,-0.7857119959465172,216.0,0.0,36.0,4740.512083456241,0.011009541,-0.21610807205404342,0.0,-0.0749686334681991,0.4557950619916643,-0.7134372938505473,132.0,2.0,53.0,6487.952264185134,27.967612542,-0.13206604403302655,-0.005006260436236954,-0.08562307112661147,0.489957172944887
qmap154,canonical_sha256_cluster_mean,337ec9b8fa347392e1e7680c23a11964ecce6b8d6a60f119881338597bff4df8,337ec9b8fa347392e1e7680c23a11964ecce6b8d6a60f119881338597bff4df8,1,"[""4gt12-v0_88""]",M1,-0.9076244419071995,0.4034815803891876,-0.01525089463859497,0.9848648113018796,-0.9076244419071995,344.0,0.0,157.0,14891.799528759133,9.278086667,-0.34417211475273585,0.0,-0.08406648388033419,0.4034815803891876,-0.9084490589053225,344.0,0.0,156.0,14939.071478156868,0.026981875,-0.34417211475273585,0.0,-0.08489110087845715,0.40314899976423346,-0.9228753365457945,234.0,59.0,110.0,11023.071615735224,9.521524542,-0.23411707805854703,-0.14768468286899014,-0.06168773234412782,0.3973748105337814
qmap154,canonical_sha256_cluster_mean,3851a8b648aa151f77e4ada800ff214766541778f2026981a67f714d6816d18a,3851a8b648aa151f77e4ada800ff214766541778f2026981a67f714d6816d18a,1,"[""alu-v4_36""]",M2,-0.5250477090644752,0.591527142487021,-0.004107765067715707,0.9959006602588414,-0.5252207258482231,212.0,0.0,92.0,8642.229948709355,8.037961041,-0.21210607071970927,0.0,-0.03959591993765849,0.5914248072164432,-0.5250477090644752,212.0,0.0,91.0,8538.733446611712,0.015170834,-0.21210607071970927,0.0,-0.03942290315391056,0.591527142487021,-0.5291554741321909,138.0,35.0,63.0,6186.253074857907,6.700686,-0.13806904603452774,-0.0876095576341467,-0.029958135272661158,0.5891022717638499
qmap154,canonical_sha256_cluster_mean,398986b61fc4e5e4d9d1098273673bfde3ca29c4c34a234df6b6c3bc60de3fac,398986b61fc4e5e4d9d1098273673bfde3ca29c4c34a234df6b6c3bc60de3fac,1,"[""cnt3-5_179""]",M2,-0.9413076982877855,0.390117345862929,0.016334727622279832,1.0164688686760834,-0.9493960785939146,344.0,0.0,117.0,11810.456285125418,11.534426834,-0.34417211475273585,0.0,-0.19027747590509833,0.38697465517767526,-0.9413076982877855,364.0,0.0,90.0,9119.833119122562,0.017319833,-0.36418212142440654,0.0,-0.16217908892729843,0.390117345862929,-0.9249729706655057,232.0,51.0,85.0,9500.929754031848,15.16435575,-0.23211607739137996,-0.12765964112404232,-0.14824976354683578,0.3965421372002078
qmap154,canonical_sha256_cluster_mean,3a59691f2cef465889098b3e1fe8dfc1073bdb63f046979516e9ca7612614be8,3a59691f2cef465889098b3e1fe8dfc1073bdb63f046979516e9ca7612614be8,1,"[""adr4_197""]",M2,-18.353536732217023,1.0694494803608008e-08,0.32619456760363263,1.3856849520463677,-18.36224983246065,6176.0,0.0,2620.0,256718.7949149563,25.652192208,-6.179090060211908,0.0,-3.838446725499849,1.0601717374804554e-08,-18.353536732217023,6184.0,0.0,2603.0,255031.3795996679,0.425099875,-6.187094062880576,0.0,-3.8217296225875534,1.0694494803608008e-08,-18.02734216461339,4364.0,982.0,1968.0,200086.7610138077,31.741815375,-4.366183455758544,-2.4580738741923445,-2.8416263717706016,1.4819200519097689e-08
qmap154,canonical_sha256_cluster_mean,3b0bd2035db7cf2547b925a5bb182e565f350a0756310fc40ac23ff85782a6ad,3b0bd2035db7cf2547b925a5bb182e565f350a0756310fc40ac23ff85782a6ad,1,"[""rd53_138""]",M1,-0.6531841239417788,0.5203861619163942,0.003259168698082071,1.0032644855630009,-0.6531841239417788,240.0,0.0,99.0,10032.087655617022,11.1894975,-0.24012008006004826,0.0,-0.07840644845184826,0.5203861619163942,-0.654711823579246,240.0,0.0,88.0,10211.710571575803,0.016123167,-0.24012008006004826,0.0,-0.07993414808931532,0.5195917751122073,-0.6499249552436968,152.0,43.0,62.0,6799.95462564667,9.8970835,-0.15207605070469724,-0.1076345993790945,-0.05555670973002267,0.5220849550291556
qmap154,canonical_sha256_cluster_mean,42887548d9adb27f8d8ed46b6b9c73698f1b1907034eac1e0d38c3d3351b8a3f,42887548d9adb27f8d8ed46b6b9c73698f1b1907034eac1e0d38c3d3351b8a3f,1,"[""4mod5-v1_22""]",M2,-0.11796679073972008,0.8887255660431952,0.0037207776482613975,1.003727708334597,-0.11798930499529475,48.0,0.0,20.0,2007.5564735723406,4.713528459,-0.048024016012009646,0.0,-0.008826428744258104,0.8887055572739078,-0.11796679073972008,48.0,0.0,19.0,1948.8140945222096,0.004415417,-0.048024016012009646,0.0,-0.008803914488683437,0.8887255660431952,-0.11424601309145868,34.0,5.0,15.0,1551.3805454770445,1.995278625,-0.03401701134184017,-0.012515651090592385,-0.006574490419999132,0.8920384757429038
qmap154,canonical_sha256_cluster_mean,46faae924ea2fb39bd42153545d56bde36cb7d2fb617493a033ea462bb80dfac,46faae924ea2fb39bd42153545d56bde36cb7d2fb617493a033ea462bb80dfac,1,"[""one-two-three-v3_101""]",M2,-0.3471079630879837,0.7067290234910306,0.00310847931112479,1.0031133156428527,-0.3521562164134087,144.0,0.0,64.0,7357.0265444221,7.149468209,-0.14407204803602894,0.0,-0.03058026451084904,0.7031702666588894,-0.3471079630879837,144.0,0.0,59.0,5695.024833728676,0.010390917,-0.14407204803602894,0.0,-0.025532011185424006,0.7067290234910306,-0.3439994837768589,90.0,23.0,42.0,4066.2028338779382,5.536319958,-0.0900450300225181,-0.05757199501672497,-0.018878554871085085,0.7089292940151233
qmap154,canonical_sha256_cluster_mean,4a6d53e313003be35a7d3c56a5702b8a2f0ce138861f1ff1de53929c6660d26a,4a6d53e313003be35a7d3c56a5702b8a2f0ce138861f1ff1de53929c6660d26a,2,"[""ex1_226"",""xor5_254""]",M1,-0.055260671302234214,0.946238458591237,0.0043552487777918925,1.004364746657287,-0.055260671302234214,24.0,0.0,10.0,1131.3919595273794,4.3478326460000005,-0.024012008006004823,0.0,-0.004985774142499989,0.946238458591237,-0.055319282884771476,24.0,0.0,10.0,1146.0326127000578,0.002257042,-0.024012008006004823,0.0,-0.00504438572503725,0.9461829996830045,-0.05090542252444232,20.0,0.0,9.0,1033.1510800838678,1.7624918749999998,-0.020010006671670688,0.0,-0.004632526699042233,0.9503685497403696
qmap154,canonical_sha256_cluster_mean,4b3a5ff4ee6e996fec8dbee995040ab4694fa02a4220ee8b1890926ec0ef8be2,4b3a5ff4ee6e996fec8dbee995040ab4694fa02a4220ee8b1890926ec0ef8be2,1,"[""sf_276""]",M2,-3.563735381017709,0.028332793025848086,-0.07287270543338487,0.929719170692478,-3.5690652021882894,1360.0,0.0,609.0,57962.167823935604,10.137167167,-1.3606804536736068,0.0,-0.3360424751595531,0.028182186016494883,-3.563735381017709,1360.0,0.0,604.0,56597.73292120202,0.105243417,-1.3606804536736068,0.0,-0.33071265398897237,0.028332793025848086,-3.6366080864510937,936.0,228.0,440.0,46118.438520084936,34.57773425,-0.9364683122341881,-0.5707136897310128,-0.2569412585226253,0.02634154083539311
qmap154,canonical_sha256_cluster_mean,4ce6bfb1bf9aca450b753d6849ee005106931698bb33d26016c766f8a3c6cd05,4ce6bfb1bf9aca450b753d6849ee005106931698bb33d26016c766f8a3c6cd05,1,"[""4gt12-v0_86""]",M1,-1.191131602099132,0.30387720135344487,-0.016731207365472178,0.9834079819350146,-1.191131602099132,452.0,0.0,192.0,18237.367623343936,10.515190833,-0.45222615077975753,0.0,-0.1050663215629114,0.30387720135344487,-1.191789731184123,452.0,0.0,192.0,18295.034934455874,0.032615,-0.45222615077975753,0.0,-0.10572445064790231,0.3036772767242913,-1.2078628094646042,308.0,73.0,139.0,14825.531843377172,14.189549708,-0.30815410274372856,-0.1827285059226488,-0.08314107104176383,0.2988352653390513
qmap154,canonical_sha256_cluster_mean,4e61ebc66c256a3be3411259d4f7e555e5e410065ebfac0dfa43079072b7b0d3,4e61ebc66c256a3be3411259d4f7e555e5e410065ebfac0dfa43079072b7b0d3,1,"[""cm152a_212""]",M1,-6.309126918227293,0.0018196212240130219,0.04193362035310155,1.0428252540810914,-6.309126918227293,2200.0,0.0,952.0,91454.07285848694,13.415847292,-2.201100733883776,0.0,-1.1425091052519725,0.0018196212240130219,-6.3224384064358325,2204.0,0.0,956.0,92412.60748574004,0.159443709,-2.2051027352181096,0.0,-1.1518185921261783,0.0017955598591295491,-6.267193297874192,1548.0,346.0,708.0,73883.4956549559,75.319409208,-1.5487745163873112,-0.866083055468993,-0.8899566525211521,0.0018975469652627263
qmap154,canonical_sha256_cluster_mean,4ea7a43cd39b6fc7c5ba77d77c7ebf00dd92b539d2c56d977ff9bee8952fdd66,4ea7a43cd39b6fc7c5ba77d77c7ebf00dd92b539d2c56d977ff9bee8952fdd66,1,"[""one-two-three-v1_99""]",M2,-0.6207588073688484,0.5375363962233751,-0.017689929125204396,0.9824656191080938,-0.6208980935203459,244.0,0.0,115.0,10771.398072509075,8.057087041,-0.24412208139438238,0.0,-0.04833113855563334,0.5374615300614861,-0.6207588073688484,244.0,0.0,113.0,10574.013617029783,0.01985725,-0.24412208139438238,0.0,-0.04819185240413589,0.5375363962233751,-0.6384487364940528,168.0,42.0,79.0,8250.223639521217,6.829196625,-0.16808405604203377,-0.10513146916097603,-0.03678833772071291,0.5281110283087319
qmap154,canonical_sha256_cluster_mean,4f2d6f098c8b76352c45f0551f747e1f012bca552b5eb3dc8ae60ff0418b3c43,4f2d6f098c8b76352c45f0551f747e1f012bca552b5eb3dc8ae60ff0418b3c43,1,"[""alu-v2_30""]",M2,-2.36544210357375,0.09390777422713913,-0.04093458675079109,0.9598919175434221,-2.3656865718516213,920.0,0.0,397.0,37475.14111206235,12.165764042,-0.9204603068968517,0.0,-0.2147361132696674,0.0938848195612532,-2.36544210357375,920.0,0.0,394.0,37207.81152602434,0.067306334,-0.9204603068968517,0.0,-0.214491644991796,0.09390777422713913,-2.406376690324541,646.0,146.0,290.0,29657.672323787057,24.302415833,-0.6463232154949632,-0.3654570118452976,-0.16410631129917824,0.09014131347512333
qmap154,canonical_sha256_cluster_mean,4f73524b715eb1770efc2d80fc94314f980ad04bd5d39f4bda32e9373bb5114a,4f73524b715eb1770efc2d80fc94314f980ad04bd5d39f4bda32e9373bb5114a,1,"[""4gt12-v1_89""]",M1,-1.0795317472434995,0.3397545794216961,0.00024199687863357688,1.0002420261622404,-1.0795317472434995,416.0,0.0,189.0,19278.26946012675,8.858764833,-0.4162081387707503,0.0,-0.10596100943494804,0.3397545794216961,-1.079544029096649,420.0,0.0,181.0,18203.967050685605,0.030483292,-0.42021014010508445,0.0,-0.10197128995376334,0.3397504066314697,-1.079289750364866,280.0,66.0,130.0,13865.328882878946,11.335089459,-0.28014009340338963,-0.16520659439581947,-0.07658046352785552,0.33983680891865714
qmap154,canonical_sha256_cluster_mean,519ea74d71d3bb4c0342bd16f13d8643d86a0d7adcc9401edc6280a5f0b3209c,519ea74d71d3bb4c0342bd16f13d8643d86a0d7adcc9401edc6280a5f0b3209c,1,"[""4gt13_90""]",M1,-0.507262232397826,0.6021418486770534,-0.007764553763468185,0.9922655125166966,-0.507262232397826,196.0,0.0,88.0,8850.802035473474,8.697790459,-0.19609806538237273,0.0,-0.03944570187860983,0.6021418486770534,-0.5096363158218699,200.0,0.0,86.0,8274.183678504196,0.015531958,-0.20010006671670688,0.0,-0.03781778396831961,0.6007140092707604,-0.5150267861612942,144.0,28.0,66.0,6532.986440607681,5.830561167,-0.14407204803602894,-0.07008764610731735,-0.02914862688110447,0.5974845900852876
qmap154,canonical_sha256_cluster_mean,5260efec73d65ae2747a06787c59b701521473db0f533363151441c3756e6fd2,5260efec73d65ae2747a06787c59b701521473db0f533363151441c3756e6fd2,1,"[""4gt4-v1_74""]",M1,-1.2772678071149082,0.27879799069030436,-0.018451092909050892,0.9817180863934608,-1.2772678071149082,492.0,0.0,222.0,21796.554657619366,12.510926084,-0.4922461641230989,0.0,-0.12161912898259479,0.27879799069030436,-1.2780670784136463,496.0,0.0,221.0,20865.736329385032,0.035231708,-0.49624816545743305,0.0,-0.11841639894699882,0.27857524448738136,-1.295718900023959,336.0,82.0,155.0,16385.82314495054,12.567379041,-0.33616811208406755,-0.2052566778857151,-0.09089159604496208,0.2737010299108275
qmap154,canonical_sha256_cluster_mean,5330ce57f4a8a8c2c2ac01c0f03ebfa187a9b427e0b3ff488641834ea78563f6,5330ce57f4a8a8c2c2ac01c0f03ebfa187a9b427e0b3ff488641834ea78563f6,1,"[""sqrt8_260""]",M1,-15.793046965945798,1.3840980291703435e-07,0.204418662355474,1.2268116658162964,-15.793046965945798,5432.0,0.0,2337.0,225864.0148708775,24.893329125,-5.434717812025759,0.0,-3.0388392407909803,1.3840980291703435e-07,-15.819988024194146,5436.0,0.0,2330.0,227790.8716963111,0.380220334,-5.438719813360093,0.0,-3.061778297704993,1.3473067863463204e-07,-15.588628303590324,3852.0,853.0,1738.0,176545.93349037095,28.107859917,-3.8539272849637745,-2.135170076055061,-2.2753705548665564,1.698027608819522e-07
qmap154,canonical_sha256_cluster_mean,53778d274180d94de3f21dd545732c304f808e584fba613310d33d09a51d427d,53778d274180d94de3f21dd545732c304f808e584fba613310d33d09a51d427d,1,"[""4gt12-v0_87""]",M1,-1.1755668030576623,0.3086439897431713,-0.0166445744222512,0.9834931811533528,-1.1755668030576623,448.0,0.0,190.0,18032.177605980643,10.510592709,-0.4482241494454234,0.0,-0.1041286975208683,0.3086439897431713,-1.1759998887933676,448.0,0.0,190.0,18086.582359037253,0.030494042,-0.4482241494454234,0.0,-0.10456178325657366,0.30851034937475985,-1.1922113774799135,304.0,73.0,137.0,14601.689293413372,13.772890708,-0.30415210140939447,-0.1827285059226488,-0.08211681405649975,0.30354925931637433
qmap154,canonical_sha256_cluster_mean,539b7b793a955583b075fc9fc5777a4c471092863a539f628fece84ebf0880c4,539b7b793a955583b075fc9fc5777a4c471092863a539f628fece84ebf0880c4,1,"[""con1_216""]",M1,-4.650991974925948,0.009552121763997648,-0.02806213216396447,0.9723279520846716,-4.650991974925948,1704.0,0.0,716.0,69296.44487612281,18.779125208,-1.7048525684263425,0.0,-0.6342998027791886,0.009552121763997648,-4.658814026424639,1708.0,0.0,715.0,69740.32762508177,0.115868958,-1.7088545697606767,0.0,-0.6381198529435451,0.009477696036050937,-4.679054107089913,1194.0,272.0,534.0,55447.767684948536,54.602802958,-1.1945973982987401,-0.6808514193282257,-0.49176568574253,0.009287794992851255
qmap154,canonical_sha256_cluster_mean,53aa97a2f504590ddcf752e24f189501d8300245aff42164ec7a7191a327b3bc,53aa97a2f504590ddcf752e24f189501d8300245aff42164ec7a7191a327b3bc,1,"[""alu-v2_32""]",M1,-0.764069766854028,0.4657670014178625,-0.005934951754120732,0.9940826252818964,-0.764069766854028,304.0,0.0,136.0,12889.574640797502,8.85787875,-0.30415210140939447,0.0,-0.05850857793417602,0.4657670014178625,-0.7666178903528281,308.0,0.0,130.0,12314.4239072686,0.0222625,-0.30815410274372856,0.0,-0.057054700098642025,0.464581680390117,-0.7700047186081488,204.0,47.0,96.0,10517.897666772895,8.149438833,-0.204102068051041,-0.11764712025156841,-0.04684644279508182,0.4630108835391455
qmap154,canonical_sha256_cluster_mean,547887c699e18e58deacddbf6fc41fe56a076cdfbc42dbf128fa464548b0253e,547887c699e18e58deacddbf6fc41fe56a076cdfbc42dbf128fa464548b0253e,1,"[""hwb4_49""]",M1,-1.0848932775440452,0.33793784952754075,-0.023693183917414595,0.9765852958714301,-1.0848932775440452,424.0,0.0,192.0,18090.89336208967,8.872438291,-0.42421214143941854,0.0,-0.0826682797546443,0.33793784952754075,-1.0868436096500567,424.0,0.0,191.0,18561.92643533266,0.032382833,-0.42421214143941854,0.0,-0.0846186118606558,0.33727940079533897,-1.1085864614614598,288.0,72.0,134.0,13738.458023894958,9.774428667,-0.2881440960720579,-0.18022537570453034,-0.06220413333488922,0.3300251347670082
qmap154,canonical_sha256_cluster_mean,556cc6c9d99e6f8ab21856ebd4604002b6ff842e3cf3a9ebdd6c1e725fb31246,556cc6c9d99e6f8ab21856ebd4604002b6ff842e3cf3a9ebdd6c1e725fb31246,1,"[""sys6-v0_111""]",M2,-1.091041900033039,0.33586637215833154,0.0012660032769660212,1.0012668049974058,-1.101907881816538,396.0,0.0,158.0,16278.30467165502,13.972691084,-0.3961981320990796,0.0,-0.1598724593717558,0.33223661045268227,-1.091041900033039,396.0,0.0,121.0,14248.74960595893,0.021090875,-0.3961981320990796,0.0,-0.14900647758825655,0.33586637215833154,-1.089775896756073,234.0,76.0,93.0,11654.147401819368,20.485748125,-0.23411707805854703,-0.19023789657700424,-0.11958363177481898,0.33629184935704226
qmap154,canonical_sha256_cluster_mean,569391ab4b0c2412a57e1200e808a8f428979e08eaad630e86b9747cd27e1c16,569391ab4b0c2412a57e1200e808a8f428979e08eaad630e86b9747cd27e1c16,1,"[""ham15_107""]",M2,-53.77654918558452,4.417142731734287e-24,3.148994073927277,23.312602027921354,-53.824870322461216,15940.0,0.0,6804.0,664500.152028049,37.510033208,-15.947975317321538,0.0,-16.40231178416166,4.2087761696794895e-24,-53.77654918558452,15968.0,0.0,6795.0,661513.8680989906,1.101679625,-15.975989326661876,0.0,-16.325976637944624,4.417142731734287e-24,-50.627555111657244,11304.0,2528.0,5109.0,522370.5989728815,61.21016825,-11.309655770828272,-6.32791319140351,-11.527112001591787,1.029750906054468e-22
qmap154,canonical_sha256_cluster_mean,58301ee4a0a5e02f220e6d4a288841abc82b921ffdda76a4f40848b79ddebfd9,58301ee4a0a5e02f220e6d4a288841abc82b921ffdda76a4f40848b79ddebfd9,1,"[""ham3_102""]",M1,-0.09311066648888763,0.9110926672902858,-0.00014217777077436822,0.9998578323360059,-0.09311066648888763,40.0,0.0,18.0,1704.9708630940681,3.845555959,-0.040020013343341376,0.0,-0.003777146607619789,0.9110926672902858,-0.09339171542871402,40.0,0.0,18.0,1741.3119432117587,0.00411475,-0.040020013343341376,0.0,-0.004058195547446185,0.9108366416416142,-0.093252844259662,24.0,7.0,11.0,1096.1735155877195,1.7717355,-0.024012008006004823,-0.017521911526829338,-0.0024054181889013667,0.910963139374095
qmap154,canonical_sha256_cluster_mean,58d3414c21ba4637af265a4f3068c543e65f5215444e5deb86f582d6bf36ae9a,58d3414c21ba4637af265a4f3068c543e65f5215444e5deb86f582d6bf36ae9a,1,"[""inc_237""]",M1,-70.42874193098781,2.5893217059754297e-31,7.510837782691631,1827.7441539842498,-70.42874193098781,18780.0,0.0,8202.0,796259.4238413484,35.932379458,-18.789396264698777,0.0,-25.816914109803566,2.5893217059754297e-31,-71.18142276247517,18792.0,0.0,8196.0,809028.3355635618,1.300635791,-18.80140226870178,0.0,-26.55758893728792,1.2198344103846941e-31,-62.91790414829618,13404.0,3020.0,6065.0,623421.5188920596,70.307999,-13.410706471353695,-7.5594532587178005,-16.169852041041118,4.732617610881116e-28
qmap154,canonical_sha256_cluster_mean,5b244278f3e4846bba65a3a6be51e000292bc1c8260030ea3df81daab0b8542c,5b244278f3e4846bba65a3a6be51e000292bc1c8260030ea3df81daab0b8542c,1,"[""ising_model_16""]",M1,-1.3787292701602665,0.2518984446390086,0.10154076015978952,1.10687503387572,-1.3787292701602665,348.0,0.0,66.0,7799.3337428564755,6.258667708,-0.34817411608706994,0.0,-0.20636303337207335,0.2518984446390086,-1.398639135269903,360.0,0.0,61.0,8541.90575764063,0.016804625,-0.3601801200900724,0.0,-0.21426689447870764,0.24693277749897075,-1.277188510000477,210.0,7.0,76.0,9288.502858644055,137.873242042,-0.21010507005254223,-0.017521911526829338,-0.21648591465282518,0.27882009944304387
qmap154,canonical_sha256_cluster_mean,5c1c11e8fdb3c2c2275eee5df9f9f6294b3040059e1f7361e9a7e1e855ff38cc,5c1c11e8fdb3c2c2275eee5df9f9f6294b3040059e1f7361e9a7e1e855ff38cc,1,"[""3_17_13""]",M1,-0.17034184183776974,0.8433764659529815,-0.0020824252909981966,0.9979197414522601,-0.17034184183776974,68.0,0.0,32.0,2970.5321772823017,3.978931208,-0.06803402268368033,0.0,-0.007493167865772778,0.8433764659529815,-0.17043262618662386,68.0,0.0,32.0,3015.810430925166,0.00580625,-0.06803402268368033,0.0,-0.007583952214626889,0.8432999040450452,-0.17242426712876793,40.0,13.0,19.0,1830.2910508081472,2.062239834,-0.040020013343341376,-0.0325406928355402,-0.005048909661569721,0.8416220248507202
qmap154,canonical_sha256_cluster_mean,5d572a80ef970ebda2c1a03568d33233b6101732d05e49d2e74bc63a1c1f2812,5d572a80ef970ebda2c1a03568d33233b6101732d05e49d2e74bc63a1c1f2812,1,"[""cnt3-5_180""]",M1,-2.525853743502063,0.07998999269046161,0.011065148693004012,1.01112659387503,-2.525853743502063,860.0,0.0,315.0,30626.16446155534,13.174615583,-0.8604302868818395,0.0,-0.5229351443458821,0.07998999269046161,-2.557654435362194,868.0,0.0,319.0,32489.523861964215,0.053511166,-0.8684342895505078,0.0,-0.5467318335373444,0.07748627652789922,-2.514788594809059,572.0,149.0,241.0,25761.06167725174,40.464596208,-0.5722861908097816,-0.37296640249965307,-0.4245445590071642,0.080880008853195
qmap154,canonical_sha256_cluster_mean,61bf78e6eb8fe2cb88b844a4608037f20080a920d6382321fb11614e9e3bb9ff,61bf78e6eb8fe2cb88b844a4608037f20080a920d6382321fb11614e9e3bb9ff,1,"[""hwb6_56""]",M1,-33.14243697014333,4.0403827386176245e-15,-0.18732767095789882,0.8291719962848803,-33.14243697014333,12200.0,0.0,5225.0,493872.17301636335,22.415046792,-12.20610406971912,0.0,-4.4992634181165885,4.0403827386176245e-15,-33.15606062734559,12236.0,0.0,5183.0,490547.6740270252,0.852286541,-12.242122081728127,0.0,-4.476869063309841,3.98571120791936e-15,-33.32976464110123,8564.0,1971.0,3894.0,391689.91182711296,35.301427208,-8.568284856809388,-4.933669659911518,-3.3907636474029084,3.350172221134547e-15
qmap154,canonical_sha256_cluster_mean,620e145abef0b7fc3948370f538a464abbc77025fb86dcf2cd3ef23b08519a4a,620e145abef0b7fc3948370f538a464abbc77025fb86dcf2cd3ef23b08519a4a,1,"[""4gt4-v0_73""]",M1,-1.8895701116203982,0.15113676681281427,-0.03728555537265876,0.9634009917373394,-1.8895701116203982,724.0,0.0,315.0,29689.896361436968,10.61826525,-0.7243622415144789,0.0,-0.1701482107568424,0.15113676681281427,-1.8903272530038544,724.0,0.0,316.0,29769.877620260722,0.054839584,-0.7243622415144789,0.0,-0.17090535214029856,0.15102237822173115,-1.926855666993057,512.0,114.0,238.0,24494.934126268156,20.18161325,-0.5122561707947696,-0.2853568448655064,-0.13418299198370426,0.14560531103544028
qmap154,canonical_sha256_cluster_mean,679c25ee91f79d2be3c2d27eabe3178ef82d031ac02f532a255f82d5b2e14470,679c25ee91f79d2be3c2d27eabe3178ef82d031ac02f532a255f82d5b2e14470,1,"[""4gt13_91""]",M1,-0.48824290718419255,0.6137037818783082,-0.007264244639467898,0.9927620762133557,-0.48824290718419255,188.0,0.0,88.0,8845.94925906602,8.6262335,-0.18809406271370446,0.0,-0.03905555299873727,0.6137037818783082,-0.49078413598059994,192.0,0.0,86.0,8267.062875626812,0.014445125,-0.19209606404803858,0.0,-0.03759478046081056,0.6121462000794132,-0.49550715182366045,134.0,29.0,63.0,6294.07232658636,5.619805375,-0.1340670447001936,-0.07259077632543583,-0.027756039326280225,0.6092618406774977
qmap154,canonical_sha256_cluster_mean,68e9a8451b3ea56f9d1e2f1c4ca665dc2432ed849ff554148d57480c48d3774f,68e9a8451b3ea56f9d1e2f1c4ca665dc2432ed849ff554148d57480c48d3774f,1,"[""alu-v0_27""]",M2,-0.18764124771350812,0.8289120279825818,0.002348319317139025,1.0023510787785561,-0.18811308313619315,80.0,0.0,32.0,3061.4708085342622,6.236764791,-0.08004002668668275,0.0,-0.013558450170195772,0.8285210101807691,-0.18764124771350812,80.0,0.0,30.0,2868.2968424252003,0.006024709,-0.08004002668668275,0.0,-0.013086614747510755,0.8289120279825818,-0.1852929283963691,50.0,12.0,22.0,2277.086191688478,3.028276583,-0.05002501667917672,-0.03003756261742172,-0.010715742820456026,0.8308608654608615
